time,psibdx,psivdx,lonx,latx,alt,dvbe,thtvdx,VBED1,VBED2,VBED3
257,178.985,-178.511,-120.566,31.2397,57587.7,1913.72,-22.9092,-1762.18,-45.8163,744.956
257.5,178.984,-178.511,-120.566,31.2318,57214.1,1915.46,-23.0287,-1762.22,-45.8165,749.312
258,178.982,-178.511,-120.566,31.224,56838.4,1917.2,-23.1477,-1762.26,-45.8156,753.658
258.5,178.981,-178.511,-120.566,31.2161,56460.4,1918.95,-23.2662,-1762.31,-45.8134,757.993
259,178.98,-178.511,-120.567,31.2082,56080.4,1920.7,-23.3842,-1762.35,-45.8099,762.317
259.5,178.979,-178.511,-120.567,31.2003,55698.1,1922.45,-23.5017,-1762.39,-45.8051,766.629
260,178.978,-178.511,-120.567,31.1924,55313.7,1924.21,-23.6187,-1762.42,-45.799,770.929
260.5,178.977,-178.512,-120.567,31.1846,54927.2,1925.96,-23.7351,-1762.46,-45.7914,775.215
261,178.976,-178.512,-120.568,31.1767,54538.5,1927.72,-23.8509,-1762.5,-45.7823,779.488
261.5,178.976,-178.512,-120.568,31.1688,54147.7,1929.47,-23.9662,-1762.53,-45.7718,783.746
262,178.975,-178.513,-120.568,31.1609,53754.8,1931.23,-24.0808,-1762.56,-45.7596,787.99
262.5,178.975,-178.513,-120.568,31.153,53359.7,1932.98,-24.1949,-1762.59,-45.7457,792.217
263,178.975,-178.514,-120.568,31.1452,52962.5,1934.74,-24.3083,-1762.62,-45.7302,796.428
263.5,178.975,-178.514,-120.569,31.1373,52563.3,1936.49,-24.421,-1762.64,-45.7128,800.621
264,178.975,-178.515,-120.569,31.1294,52161.9,1938.24,-24.5331,-1762.67,-45.6936,804.796
264.5,178.976,-178.516,-120.569,31.1215,51758.5,1939.99,-24.6445,-1762.69,-45.6725,808.951
265,178.976,-178.517,-120.569,31.1136,51353,1941.74,-24.7552,-1762.71,-45.6493,813.087
265.5,178.977,-178.517,-120.57,31.1057,50945.4,1943.48,-24.8651,-1762.73,-45.624,817.2
266,178.978,-178.518,-120.57,31.0979,50535.8,1945.21,-24.9742,-1762.74,-45.5963,821.289
266.5,178.979,-178.519,-120.57,31.09,50124.1,1946.94,-25.0824,-1762.76,-45.5662,825.352
267,178.981,-178.52,-120.57,31.0821,49710.4,1948.67,-25.1898,-1762.77,-45.5335,829.388
267.5,178.983,-178.521,-120.571,31.0742,49294.7,1950.38,-25.2963,-1762.77,-45.4981,833.396
268,178.985,-178.523,-120.571,31.0663,48877,1952.09,-25.4018,-1762.78,-45.4599,837.374
268.5,178.987,-178.524,-120.571,31.0584,48457.3,1953.78,-25.5063,-1762.78,-45.4187,841.32
269,178.99,-178.526,-120.571,31.0505,48035.7,1955.47,-25.6099,-1762.77,-45.3744,845.232
269.5,178.993,-178.527,-120.572,31.0426,47612.1,1957.14,-25.7123,-1762.77,-45.3269,849.11
270,178.996,-178.529,-120.572,31.0347,47186.6,1958.8,-25.8137,-1762.76,-45.276,852.95
270.5,179,-178.53,-120.572,31.0269,46759.1,1960.44,-25.9138,-1762.74,-45.2213,856.749
271,179.004,-178.532,-120.572,31.019,46329.8,1962.07,-26.0126,-1762.72,-45.1625,860.502
271.5,179.008,-178.534,-120.572,31.0111,45898.7,1963.67,-26.1101,-1762.7,-45.0995,864.208
272,179.013,-178.537,-120.573,31.0032,45465.6,1965.26,-26.2062,-1762.67,-45.0319,867.863
272.5,179.018,-178.539,-120.573,30.9953,45030.8,1966.82,-26.3008,-1762.64,-44.9596,871.464
273,179.024,-178.541,-120.573,30.9874,44594.2,1968.36,-26.3938,-1762.6,-44.8822,875.009
273.5,179.03,-178.544,-120.573,30.9795,44155.8,1969.87,-26.4851,-1762.56,-44.7996,878.493
274,179.037,-178.547,-120.574,30.9716,43715.7,1971.35,-26.5747,-1762.52,-44.7113,881.913
274.5,179.045,-178.55,-120.574,30.9637,43273.9,1972.8,-26.6625,-1762.46,-44.6171,885.265
275,179.053,-178.553,-120.574,30.9558,42830.4,1974.22,-26.7484,-1762.4,-44.5166,888.545
275.5,179.061,-178.557,-120.574,30.9479,42385.3,1975.61,-26.8322,-1762.34,-44.4095,891.749
276,179.071,-178.56,-120.575,30.94,41938.7,1976.96,-26.9139,-1762.27,-44.2955,894.872
276.5,179.081,-178.564,-120.575,30.9321,41490.5,1978.26,-26.9934,-1762.2,-44.1741,897.91
277,179.092,-178.568,-120.575,30.9242,41040.8,1979.53,-27.0706,-1762.12,-44.0451,900.859
277.5,179.103,-178.573,-120.575,30.9163,40589.6,1980.75,-27.1453,-1762.03,-43.908,903.714
278,179.116,-178.577,-120.575,30.9085,40137.1,1981.93,-27.2174,-1761.94,-43.7625,906.47
278.5,179.13,-178.582,-120.576,30.9006,39683.2,1983.05,-27.2869,-1761.84,-43.6082,909.123
279,179.144,-178.587,-120.576,30.8927,39228,1984.12,-27.3536,-1761.74,-43.4447,911.667
279.5,179.16,-178.593,-120.576,30.8848,38771.5,1985.14,-27.4175,-1761.63,-43.2716,914.099
280,179.177,-178.599,-120.576,30.8769,38313.9,1986.1,-27.4783,-1761.52,-43.0886,916.413
280.5,179.195,-178.605,-120.577,30.869,37855.1,1987.01,-27.536,-1761.4,-42.8953,918.606
281,179.215,-178.611,-120.577,30.8611,37395.3,1987.85,-27.5905,-1761.28,-42.6915,920.674
281.5,179.236,-178.618,-120.577,30.8532,36934.5,1988.64,-27.6418,-1761.15,-42.4769,922.613
282,179.259,-178.626,-120.577,30.8453,36472.7,1989.36,-27.6898,-1761.02,-42.2514,924.421
282.5,179.283,-178.633,-120.578,30.8374,36010.1,1990.01,-27.7343,-1760.89,-42.0147,926.097
283,179.31,-178.641,-120.578,30.8295,35546.6,1990.6,-27.7755,-1760.75,-41.7669,927.638
283.5,179.338,-178.649,-120.578,30.8216,35082.4,1991.13,-27.8131,-1760.61,-41.5074,929.039
284,179.368,-178.658,-120.578,30.8137,34617.6,1991.58,-27.8472,-1760.47,-41.2361,930.298
284.5,179.401,-178.667,-120.578,30.8058,34152.2,1991.97,-27.8777,-1760.32,-40.9535,931.419
285,179.436,-178.677,-120.579,30.7979,33686.2,1992.3,-27.9049,-1760.18,-40.6598,932.406
285.5,179.474,-178.686,-120.579,30.79,33219.8,1992.56,-27.9289,-1760.02,-40.3559,933.267
286,179.514,-178.697,-120.579,30.7821,32752.9,1992.76,-27.9501,-1759.86,-40.0427,934.012
286.5,179.558,-178.707,-120.579,30.7742,32285.8,1992.91,-27.9688,-1759.7,-39.7215,934.656
287,179.606,-178.717,-120.579,30.7663,31818.3,1993.01,-27.9855,-1759.52,-39.3939,935.216
287.5,179.657,-178.728,-120.58,30.7584,31350.6,1993.06,-28.0002,-1759.33,-39.0596,935.689
288,179.712,-178.739,-120.58,30.7505,30882.6,1993.06,-28.0132,-1759.13,-38.7204,936.093
288.5,179.772,-178.75,-120.58,30.7426,30414.5,1993.03,-28.0256,-1758.91,-38.3787,936.457
289,179.836,-178.761,-120.58,30.7347,29946.2,1992.97,-28.0382,-1758.65,-38.0377,936.815
289.5,179.906,-178.772,-120.58,30.7269,29477.6,1992.89,-28.0523,-1758.36,-37.7013,937.209
290,179.981,-178.782,-120.581,30.719,29008.9,1992.79,-28.0694,-1758,-37.3741,937.69
290.5,-179.937,-178.792,-120.581,30.7111,28539.9,1992.69,-28.0914,-1757.55,-37.0615,938.314
291,-179.849,-178.801,-120.581,30.7032,28070.6,1992.56,-28.1183,-1757.01,-36.7638,939.083
291.5,-179.752,-178.81,-120.581,30.6953,27600.8,1992.42,-28.1513,-1756.35,-36.4839,940.027
292,-179.647,-178.818,-120.581,30.6874,27130.5,1992.25,-28.1912,-1755.55,-36.2245,941.168
292.5,-179.533,-178.825,-120.582,30.6795,26659.6,1992.04,-28.24,-1754.56,-35.9911,942.565
293,-179.408,-178.831,-120.582,30.6716,26187.9,1991.78,-28.3006,-1753.34,-35.7915,944.295
293.5,-179.271,-178.835,-120.582,30.6638,25715.2,1991.45,-28.3751,-1751.82,-35.6319,946.418
294,-179.12,-178.837,-120.582,30.6559,25241.4,1991.02,-28.4646,-1749.97,-35.5144,948.948
294.5,-178.953,-178.839,-120.582,30.6481,24766.2,1990.44,-28.567,-1747.76,-35.4321,951.801
295,-178.772,-178.839,-120.582,30.6402,24289.6,1989.68,-28.6803,-1745.21,-35.3791,954.889
295.5,-178.597,-178.837,-120.583,30.6324,23811.3,1988.67,-28.8057,-1742.23,-35.3548,958.223
296,-178.431,-178.834,-120.583,30.6246,23331.3,1987.36,-28.9485,-1738.69,-35.3735,961.927
296.5,-178.278,-178.829,-120.583,30.6167,22849.3,1985.68,-29.1148,-1734.42,-35.451,966.151
297,-178.139,-178.821,-120.583,30.609,22365,1983.55,-29.3108,-1729.24,-35.6025,971.04
297.5,-178.017,-178.809,-120.583,30.6012,21878.1,1980.92,-29.5377,-1723.09,-35.8289,976.584
298,-177.916,-178.794,-120.584,30.5935,21388.3,1977.74,-29.7949,-1715.92,-36.1264,982.733
298.5,-177.839,-178.776,-120.584,30.5858,20895.3,1974.01,-30.0798,-1707.77,-36.4865,989.384
299,-177.789,-178.756,-120.584,30.5781,20398.9,1969.72,-30.3888,-1698.7,-36.8973,996.41
299.5,-177.769,-178.733,-120.584,30.5705,19898.8,1964.89,-30.716,-1688.83,-37.3421,1003.64
300,-177.782,-178.71,-120.584,30.5629,19395.2,1959.61,-31.0532,-1678.35,-37.7983,1010.83
300.5,-177.832,-178.686,-120.585,30.5554,18888.1,1953.91,-31.3899,-1667.51,-38.2377,1017.71
301,-177.918,-178.664,-120.585,30.5479,18377.6,1947.88,-31.7125,-1656.6,-38.6251,1023.92
301.5,-178.042,-178.646,-120.585,30.5405,17864.3,1941.55,-32.0046,-1645.99,-38.9176,1029
302,-178.205,-178.632,-120.585,30.5331,17348.9,1934.92,-32.249,-1635.96,-39.0711,1032.47
302.5,-178.404,-178.624,-120.585,30.5258,16832.2,1927.89,-32.4391,-1626.59,-39.0684,1034.12
303,-178.638,-178.622,-120.586,30.5185,16315.1,1920.3,-32.5799,-1617.66,-38.9172,1034.04
303.5,-178.851,-178.626,-120.586,30.5112,15798.5,1911.95,-32.6618,-1609.15,-38.6016,1031.84
304,-179.009,-178.636,-120.586,30.504,15283.6,1902.58,-32.6812,-1600.93,-38.1094,1027.33
304.5,-179.116,-178.654,-120.586,30.4968,14771.6,1892.07,-32.6315,-1592.98,-37.4241,1020.27
305,-179.17,-178.678,-120.586,30.4897,14263.7,1880.4,-32.5222,-1585.1,-36.5738,1010.95
305.5,-179.169,-178.704,-120.587,30.4826,13760.8,1867.71,-32.3924,-1576.69,-35.6612,1000.56
306,-179.112,-178.727,-120.587,30.4755,13263.1,1854.21,-32.2912,-1567.05,-34.8123,990.558
306.5,-178.99,-178.744,-120.587,30.4685,12770,1839.99,-32.2553,-1555.67,-34.1164,981.991
307,-178.796,-178.751,-120.587,30.4615,12280.8,1825.02,-32.3031,-1542.2,-33.6128,975.29
307.5,-178.574,-178.747,-120.587,30.4546,11794.3,1809.04,-32.4651,-1525.96,-33.3674,971.068
308,-178.422,-178.734,-120.587,30.4478,11309.4,1791.73,-32.7269,-1506.94,-33.3074,968.674
308.5,-178.356,-178.713,-120.588,30.441,10825.4,1773.09,-33.0643,-1485.58,-33.379,967.361
309,-178.384,-178.691,-120.588,30.4344,10342.1,1753.47,-33.4119,-1463.3,-33.4377,965.555
309.5,-178.507,-178.675,-120.588,30.4279,9860.23,1733.11,-33.6987,-1441.51,-33.334,961.576
310,-178.716,-178.671,-120.588,30.4214,9381.04,1712.01,-33.8786,-1420.97,-32.9683,954.337
310.5,-178.879,-178.682,-120.588,30.4151,8906.7,1689.91,-33.9031,-1402.22,-32.2656,942.612
311,-178.945,-178.701,-120.588,30.4088,8438.87,1666.7,-33.8495,-1383.84,-31.39,928.374
311.5,-178.914,-178.72,-120.589,30.4026,7978.42,1642.61,-33.7906,-1364.8,-30.4973,913.554
312,-178.783,-178.732,-120.589,30.3965,7525.07,1617.87,-33.8026,-1344.05,-29.7412,900.074
312.5,-178.604,-178.727,-120.589,30.3905,7077.67,1592.42,-33.9947,-1319.93,-29.3259,890.347
313,-178.521,-178.713,-120.589,30.3846,6634.51,1566.17,-34.2915,-1293.62,-29.0697,882.388
313.5,-178.55,-178.697,-120.589,30.3788,6195.32,1539.27,-34.6049,-1266.63,-28.8153,874.174
314,-178.69,-178.686,-120.589,30.3732,5760.61,1511.88,-34.8668,-1240.15,-28.4385,864.299
314.5,-178.819,-178.699,-120.59,30.3676,5332.26,1483.97,-34.8914,-1216.89,-27.6468,848.862
315,-178.84,-178.714,-120.59,30.3622,4911.92,1455.54,-34.8842,-1193.69,-26.7982,832.453
315.5,-178.754,-178.727,-120.59,30.3569,4499.75,1426.75,-34.9003,-1169.86,-25.9881,816.315
316,-178.631,-178.719,-120.59,30.3517,4094.71,1397.6,-35.1467,-1142.5,-25.5402,804.557
316.5,-178.615,-178.706,-120.59,30.3466,3695.14,1368.13,-35.4583,-1114.11,-25.1719,793.669
317,-178.711,-178.696,-120.59,30.3416,3301.17,1338.47,-35.7267,-1086.31,-24.7278,781.561
317.5,-178.782,-178.71,-120.59,30.3368,2914.6,1308.66,-35.7525,-1061.77,-23.9056,764.628
318,-178.743,-178.725,-120.59,30.3321,2536.55,1278.77,-35.7781,-1037.19,-23.0898,747.627
318.5,-178.674,-178.716,-120.591,30.3274,2166.05,1248.89,-36.0532,-1009.44,-22.6327,735.019
319,-178.703,-178.702,-120.591,30.323,1801.51,1219.12,-36.3772,-981.298,-22.2317,723.059
319.5,-178.736,-178.717,-120.591,30.3186,1444.25,1189.51,-36.409,-957.075,-21.4294,706.025
320,-178.706,-178.714,-120.591,30.3143,1094.93,1160.11,-36.6435,-930.6,-20.8958,692.397
320.5,-178.715,-178.714,-120.591,30.3102,752.323,1131.02,-36.8206,-905.173,-20.3131,677.835
321,-178.716,-178.717,-120.591,30.3062,416.956,1102.28,-37.0185,-879.883,-19.7079,663.65
321.5,-178.717,-178.716,-120.591,30.3023,88.6543,1073.93,-37.2189,-854.99,-19.1661,649.581
-1.0,-178.717,-178.717,-120.591,30.3012,-2.01513,1066.08,-37.276,-848.093,-18.9958,645.673
